age;workclass;education;education-num;marital-status;occupation;relationship;race;sex;hours-per-week;native-country;capital_gain_bin;capital_loss_bin;income
32;2;15;10;4;6;3;2;0;40;38;0;0;0
22;2;15;10;4;0;3;4;1;25;11;0;0;0
25;2;11;9;4;3;1;4;1;50;38;0;0;0
18;2;1;7;4;7;3;4;0;16;38;0;0;0
24;1;15;10;2;0;5;4;0;44;38;0;0;0
29;2;9;13;4;3;1;4;0;40;38;0;0;0
39;2;11;9;2;2;0;4;1;40;38;0;0;1
33;3;12;14;2;2;0;4;1;40;38;0;0;0
57;2;11;9;0;6;1;4;0;40;38;0;0;1
22;2;0;6;5;7;4;4;0;40;38;0;0;0
33;2;11;9;2;13;0;4;1;60;38;0;0;0
42;2;11;9;2;2;0;4;1;40;38;0;0;0
43;2;9;13;5;9;4;4;1;45;38;0;0;0
57;4;15;10;2;12;0;4;1;38;38;0;0;1
42;2;12;14;0;9;1;4;1;40;38;1;0;0
22;2;15;10;4;13;3;4;1;30;38;0;1;0
42;4;9;13;2;11;0;4;1;50;38;0;0;1
39;2;15;10;2;11;0;4;1;55;38;0;0;0
41;2;15;10;2;9;5;4;0;32;38;0;0;1
20;1;11;9;4;5;3;2;1;40;38;0;0;0
47;2;15;10;2;2;0;4;1;40;38;0;0;0
44;2;15;10;0;0;4;4;0;40;38;0;0;0
29;2;9;13;4;0;1;2;0;40;38;0;0;0
52;2;15;10;3;0;1;4;0;16;38;1;0;1
71;2;15;10;6;11;1;4;1;35;38;0;0;1
52;2;11;9;4;2;3;4;1;55;38;0;0;0
36;2;11;9;2;11;0;4;1;40;38;0;0;0
53;2;15;10;0;2;1;4;1;48;38;0;0;1
37;2;11;9;2;7;5;4;0;30;38;0;0;1
26;2;0;6;4;5;1;4;1;40;38;0;0;0
34;2;9;13;2;9;0;4;1;55;38;0;0;1
35;2;9;13;4;9;1;4;1;50;38;0;0;1
20;2;6;5;4;11;3;4;0;40;38;0;0;0
34;1;15;10;2;2;0;4;1;40;38;0;1;0
56;4;9;13;2;3;0;4;1;60;38;0;0;0
39;2;9;13;2;9;5;4;0;36;38;0;0;1
24;2;15;10;4;12;3;4;0;20;38;0;0;0
24;2;1;7;0;11;4;4;0;35;38;0;0;0
23;2;9;13;4;9;1;4;1;50;38;0;0;0
27;2;9;13;4;9;1;4;1;45;38;0;0;0
25;2;11;9;4;0;4;4;0;40;38;0;0;0
29;2;15;10;4;0;1;4;0;40;38;0;0;0
42;2;15;10;2;6;5;4;0;37;38;0;0;1
51;2;11;9;2;2;0;4;1;40;38;0;0;0
31;2;8;11;2;2;0;4;1;40;38;0;1;0
59;2;3;2;2;6;0;4;1;40;25;0;0;0
29;2;11;9;2;7;5;4;0;40;38;0;0;0
18;2;11;9;4;0;3;4;0;20;38;0;0;0
24;2;11;9;2;2;5;4;0;36;38;0;0;0
38;5;15;10;5;3;3;4;1;40;38;0;0;0
34;4;11;9;5;3;1;4;1;50;38;0;0;0
42;4;9;13;2;3;0;4;1;70;38;0;1;1
45;4;2;8;0;2;2;2;1;35;38;0;0;0
21;2;8;11;4;13;3;4;1;40;38;0;0;0
64;3;10;16;2;9;0;4;1;60;1;1;0;1
32;2;11;9;4;6;2;2;1;40;38;0;0;0
45;2;9;13;4;9;1;4;1;40;38;0;0;1
53;2;4;3;2;6;0;1;1;40;24;0;0;0
42;2;11;9;2;2;0;4;1;16;38;0;0;0
32;2;11;9;0;7;1;4;0;40;38;0;0;0
49;2;11;9;2;6;0;4;1;40;38;0;0;0
62;2;4;3;2;4;0;4;1;24;25;0;0;0
28;2;9;13;2;3;0;4;1;45;38;0;0;0
32;2;11;9;4;4;1;4;1;35;38;0;0;0
37;3;0;6;4;13;1;4;1;50;38;0;1;1
38;2;9;13;2;3;0;1;1;50;23;0;0;1
44;1;11;9;0;13;3;4;1;25;38;0;0;0
19;2;11;9;4;13;3;4;1;40;38;0;0;0
24;2;9;13;4;9;1;4;0;40;38;0;0;0
58;2;11;9;2;3;0;4;1;50;38;0;0;1
56;2;9;13;6;7;1;4;0;40;38;0;0;0
37;2;0;6;0;2;4;4;0;40;38;0;0;0
43;2;15;10;0;6;1;4;1;40;38;0;0;0
32;2;11;9;2;2;0;4;1;40;38;0;0;0
34;2;9;13;4;11;3;2;0;40;38;0;0;0
44;2;6;5;0;7;3;4;0;50;38;0;0;0
28;2;11;9;4;5;4;4;1;40;38;0;0;0
35;2;11;9;0;7;1;4;0;35;38;0;0;0
38;2;11;9;2;6;0;4;1;40;38;0;0;0
26;2;15;10;4;12;3;4;0;40;38;0;0;0
20;2;1;7;4;13;3;4;1;60;38;0;0;0
24;2;11;9;2;2;0;4;1;60;25;0;0;1
40;2;11;9;0;2;1;4;1;45;38;0;0;0
23;2;11;9;4;2;2;4;1;40;38;0;0;0
79;1;1;7;2;3;0;4;1;7;38;0;0;0
44;2;0;6;0;0;4;3;0;42;38;0;0;0
51;2;12;14;2;9;5;4;0;50;38;1;0;1
30;2;11;9;2;6;0;4;1;40;38;0;0;0
52;2;7;12;2;11;0;4;1;48;38;1;0;1
33;2;4;3;2;4;0;1;1;40;29;0;0;0
50;2;9;13;0;3;4;4;1;45;38;0;0;1
51;2;8;11;2;12;0;4;1;40;38;1;0;1
41;2;11;9;4;6;1;4;1;40;38;0;0;0
35;2;9;13;2;11;5;4;0;30;38;0;0;1
34;2;15;10;2;3;0;4;1;40;38;1;0;1
28;2;9;13;4;9;1;4;1;45;38;0;0;0
31;3;8;11;0;11;1;4;1;40;38;0;0;0
22;2;11;9;4;5;3;4;1;40;38;0;0;0
65;2;11;9;2;11;0;4;1;40;38;1;0;1
39;4;11;9;2;11;0;4;1;50;38;0;0;1
23;2;15;10;4;12;3;4;1;40;38;0;0;0
29;4;7;12;2;11;0;4;1;50;38;0;0;0
57;4;0;6;0;3;3;4;1;60;38;0;0;1
47;2;15;10;6;7;1;4;0;35;38;0;0;0
51;1;11;9;2;13;0;2;1;60;38;0;0;0
34;2;11;9;2;5;0;2;1;40;38;0;0;0
52;2;11;9;2;3;0;4;1;60;38;0;0;1
29;2;11;9;2;9;0;4;1;40;38;0;0;1
29;2;11;9;2;2;0;4;1;40;38;0;0;0
25;1;15;10;2;4;0;4;1;40;38;0;0;0
21;2;15;10;4;7;1;4;0;40;38;0;0;0
38;2;9;13;3;9;1;4;0;40;38;0;0;0
55;4;11;9;2;11;0;4;1;50;38;0;0;1
61;3;9;13;5;11;1;4;0;30;38;0;0;0
34;2;7;12;4;0;1;1;0;60;38;1;0;1
41;2;9;13;2;0;0;4;1;40;38;0;0;0
27;1;8;11;4;0;3;4;1;43;38;0;0;0
78;4;9;13;4;3;1;4;1;20;38;1;0;1
40;2;11;9;2;13;0;4;1;40;38;0;0;1
26;4;5;4;2;13;0;4;1;75;38;0;0;0
43;2;11;9;2;7;0;1;1;60;23;0;0;0
25;2;8;11;2;12;0;4;1;40;25;0;0;0
26;4;15;10;4;7;1;4;0;48;38;0;0;0
43;3;11;9;2;11;0;4;1;68;38;0;0;1
25;2;15;10;4;7;3;4;1;40;30;0;0;0
22;2;15;10;4;0;2;2;0;30;22;0;0;0
52;4;11;9;2;2;0;4;1;55;38;0;0;1
61;2;11;9;2;0;5;4;0;5;38;1;0;0
42;2;9;13;4;11;4;4;1;40;38;0;0;0
21;2;8;11;4;0;1;4;0;40;38;0;0;0
44;2;11;9;2;13;0;0;1;40;38;0;0;0
65;2;11;9;2;2;0;4;1;40;11;1;0;0
33;0;7;12;0;7;4;4;1;40;38;0;0;0
22;2;0;6;4;0;1;4;0;40;38;0;0;0
43;2;11;9;0;6;1;4;0;24;38;0;0;0
45;3;11;9;0;3;1;4;1;42;38;0;0;0
42;2;11;9;0;11;1;4;0;42;38;0;0;0
37;2;11;9;3;4;4;3;1;40;25;0;0;0
56;2;6;5;0;2;1;4;1;40;38;0;0;0
40;2;7;12;0;0;4;2;0;32;38;0;0;0
31;2;9;13;2;11;0;4;1;55;38;0;0;0
26;2;9;13;2;9;0;4;1;40;38;0;0;0
26;5;9;13;4;9;3;4;1;40;38;0;0;0
42;3;9;13;2;3;0;4;1;70;38;0;0;0
45;4;11;9;2;3;0;1;1;40;2;0;0;0
47;1;15;10;2;9;0;2;1;50;38;1;0;1
22;2;15;10;2;6;0;4;1;40;25;0;0;0
33;2;9;13;4;3;3;4;1;40;38;0;0;0
37;2;11;9;4;13;1;2;1;50;38;0;0;0
48;4;11;9;2;4;0;4;1;98;38;0;0;0
57;4;0;6;2;2;0;4;1;8;38;0;0;0
47;2;15;10;0;0;1;4;0;60;38;0;0;0
58;1;6;5;2;13;0;4;1;40;38;0;0;0
55;2;1;7;6;0;4;4;0;40;38;0;0;0
52;2;15;10;2;2;0;4;1;55;38;0;0;0
29;2;9;13;4;9;1;4;1;40;38;0;0;0
42;2;12;14;4;9;1;4;0;40;38;0;0;0
23;2;11;9;0;2;1;4;1;60;38;0;0;0
23;2;2;8;4;7;1;4;0;30;38;0;0;0
46;4;8;11;2;3;0;4;1;60;38;0;0;0
30;2;15;10;4;6;1;4;1;40;38;0;0;0
43;4;9;13;2;9;5;4;0;70;38;0;1;1
25;2;15;10;4;0;3;4;0;30;38;0;0;0
32;2;11;9;2;13;0;4;1;80;38;0;0;1
56;2;6;5;2;13;0;2;1;40;38;0;0;0
33;2;11;9;2;13;0;4;1;43;38;0;0;0
19;5;15;10;4;0;3;4;1;10;38;0;0;0
20;2;15;10;4;11;3;4;0;18;38;0;0;0
34;2;15;10;2;0;0;4;1;40;38;0;0;0
34;2;6;5;0;7;4;4;0;40;38;0;0;0
55;4;11;9;2;2;0;4;1;40;38;0;0;0
55;2;6;5;2;12;5;4;0;23;38;0;0;0
31;2;15;10;4;11;1;4;1;45;38;0;0;0
30;2;11;9;0;7;4;4;0;40;38;0;0;0
31;2;11;9;0;7;4;4;1;40;38;0;0;0
51;2;11;9;5;6;1;4;1;40;38;0;1;0
59;2;11;9;2;2;0;4;1;40;38;0;0;0
58;2;11;9;0;0;4;2;0;36;38;0;0;0
40;2;6;5;2;5;0;4;1;40;38;0;0;0
54;2;11;9;2;2;0;2;1;40;38;0;0;0
25;1;9;13;2;9;0;4;1;40;38;0;1;1
18;3;1;7;4;4;3;4;1;30;38;0;0;0
41;2;15;10;2;2;0;4;1;40;38;0;0;0
57;2;0;6;6;7;4;4;0;40;38;0;0;0
37;2;11;9;2;3;0;4;1;40;38;0;0;1
46;2;11;9;4;7;4;4;0;24;38;0;0;0
39;2;11;9;4;7;3;4;0;38;38;0;0;0
19;2;11;9;4;2;1;4;0;40;38;0;0;0
41;2;7;12;2;6;0;4;1;40;38;0;0;0
54;2;11;9;4;0;1;4;1;41;38;0;0;0
39;2;12;14;2;3;0;4;1;40;38;0;0;1
41;2;11;9;2;2;0;4;1;40;38;0;0;1
26;2;14;15;4;9;1;4;0;30;38;0;0;0
57;3;11;9;2;0;0;4;1;50;38;0;0;0
33;1;15;10;2;10;0;4;1;40;38;0;0;1
56;2;15;10;2;3;0;4;1;40;38;0;0;1
60;2;11;9;2;6;0;4;1;40;38;0;0;0
22;2;11;9;4;13;1;4;1;70;38;0;0;0
58;2;2;8;2;13;2;4;1;40;38;0;0;0
48;0;12;14;3;3;1;4;0;50;38;1;0;1
45;1;12;14;2;9;0;4;1;55;38;1;0;1
18;2;11;9;4;11;3;1;0;40;38;0;0;0
56;2;11;9;6;7;4;4;0;40;38;0;0;0
48;3;11;9;2;2;0;4;1;60;38;0;0;1
40;2;9;13;4;12;1;1;0;48;29;0;1;0
38;2;11;9;0;7;1;4;1;32;38;0;0;0
58;2;15;10;0;0;4;4;0;40;38;0;0;0
23;2;15;10;4;3;3;4;1;50;38;0;0;0
51;2;9;13;0;9;1;4;1;45;38;0;0;0
44;2;11;9;2;4;0;4;1;70;38;0;0;0
46;0;15;10;0;12;1;4;1;40;38;0;0;0
64;5;9;13;2;0;0;4;1;40;38;0;0;0
32;2;9;13;2;3;0;2;1;40;8;0;0;1
31;2;15;10;2;0;0;4;1;40;38;0;0;0
36;2;8;11;2;11;0;4;1;50;38;0;0;1
21;2;11;9;4;7;1;4;0;50;38;0;0;0
30;2;15;10;2;2;0;4;1;40;38;0;0;0
31;2;8;11;4;7;1;2;0;40;38;0;0;0
54;2;11;9;2;13;0;4;1;50;38;0;1;0
59;1;6;5;2;7;0;4;1;40;38;0;0;0
28;1;12;14;2;9;5;4;0;20;38;0;0;1
57;2;11;9;0;0;4;4;0;40;38;0;0;0
44;2;11;9;2;2;0;4;1;45;38;0;0;0
53;3;15;10;0;3;1;4;1;60;38;0;0;0
58;4;15;10;2;3;0;4;1;60;38;0;0;1
19;2;15;10;4;7;3;4;0;20;38;0;0;0
39;3;7;12;2;3;0;4;1;50;38;0;0;1
31;3;15;10;2;3;5;1;0;70;34;0;0;0
27;2;11;9;2;2;0;4;1;40;38;0;0;0
46;1;6;5;5;7;4;2;0;40;38;0;0;0
37;4;12;14;4;3;1;4;1;40;38;0;0;0
27;2;9;13;4;11;1;2;0;40;38;0;0;0
33;2;15;10;4;13;1;4;1;55;38;0;0;0
20;2;15;10;4;7;3;4;1;16;38;0;0;0
55;2;11;9;0;2;1;4;1;45;38;0;0;0
39;2;7;12;4;11;1;4;0;40;38;0;0;0
41;2;11;9;4;7;1;4;0;40;38;0;0;0
30;2;9;13;4;9;1;4;0;40;38;0;0;0
39;3;9;13;3;11;1;4;1;40;38;0;0;0
28;2;11;9;5;3;4;4;0;50;38;0;0;0
25;2;15;10;4;11;3;4;1;24;38;0;0;0
31;2;11;9;2;2;0;4;1;50;38;0;0;0
51;2;11;9;2;13;0;4;1;60;38;0;0;0
24;2;9;13;4;0;3;4;1;40;38;0;0;0
70;2;11;9;0;10;1;4;0;32;38;0;0;0
23;2;15;10;4;0;3;4;1;40;38;0;0;0
61;2;11;9;6;3;1;4;0;40;38;0;0;0
45;4;5;4;2;3;0;4;1;55;38;0;0;1
47;2;11;9;2;5;0;4;1;60;38;1;0;0
56;2;15;10;0;7;1;4;0;50;38;0;0;0
79;2;10;16;2;9;0;4;1;35;7;1;0;1
20;2;15;10;4;0;3;4;0;15;38;0;0;0
30;2;11;9;4;2;4;1;1;40;39;0;0;0
40;2;9;13;2;11;0;4;1;40;38;0;0;1
58;2;11;9;2;2;0;4;1;40;38;0;0;1
71;4;14;15;2;4;0;4;1;2;38;0;0;0
50;2;14;15;2;9;0;4;1;60;38;0;0;1
29;1;15;10;4;3;1;4;1;40;19;0;0;0
33;2;0;6;5;7;4;4;0;35;38;1;0;0
60;5;11;9;2;10;0;0;1;40;38;0;0;1
33;2;7;12;4;0;1;4;1;50;38;0;0;0
33;2;0;6;4;5;4;2;1;40;38;0;0;0
33;2;11;9;2;0;5;4;0;52;38;0;0;0
32;5;11;9;2;10;0;4;1;45;38;0;0;0
21;2;15;10;4;7;3;4;0;9;38;0;0;0
38;2;11;9;2;9;5;4;0;40;38;0;0;0
38;2;15;10;2;0;5;4;0;35;38;0;0;1
39;5;15;10;5;3;4;2;0;30;38;0;0;0
17;2;1;7;4;11;3;4;0;15;38;0;0;0
21;2;15;10;2;0;0;4;1;40;38;0;0;0
42;2;15;10;2;12;0;4;1;20;38;0;0;1
42;2;11;9;2;3;5;4;0;40;38;0;0;1
36;2;1;7;0;7;1;4;0;40;38;0;0;0
32;2;15;10;0;3;1;4;0;50;38;0;0;1
37;4;9;13;2;9;0;4;1;40;38;0;0;1
28;2;9;13;4;11;1;4;1;40;38;0;0;0
37;2;8;11;2;2;0;4;1;40;38;0;0;0
50;2;11;9;5;9;4;3;0;60;32;0;0;0
49;2;1;7;2;2;0;4;1;40;38;0;0;0
40;2;12;14;2;3;0;4;1;40;38;0;0;1
40;2;15;10;2;7;0;4;1;40;38;0;0;0
49;2;15;10;2;2;0;4;1;40;38;0;0;0
35;0;12;14;4;3;1;4;1;40;38;1;0;1
33;1;11;9;0;10;4;4;1;40;38;0;0;0
24;2;11;9;4;2;1;4;1;40;38;0;0;0
41;2;12;14;4;0;1;4;0;40;38;0;0;0
43;2;15;10;2;12;0;2;1;40;22;0;0;1
36;4;11;9;2;4;0;4;1;60;38;0;1;1
84;4;9;13;2;4;0;4;1;20;38;0;0;0
23;2;11;9;4;11;3;4;1;40;38;0;0;0
41;2;9;13;2;9;0;4;1;50;38;0;0;1
55;3;11;9;2;3;0;4;1;45;38;0;1;1
30;4;15;10;4;2;1;4;1;45;38;0;0;0
46;2;7;12;2;0;0;1;1;40;18;0;0;0
55;2;15;10;2;3;0;4;1;40;38;0;1;1
34;2;15;10;4;0;1;4;1;40;38;0;0;0
54;4;12;14;0;11;1;4;1;60;38;0;0;0
27;2;15;10;4;0;3;2;1;40;38;0;0;0
52;1;12;14;2;9;5;4;0;40;38;0;0;1
36;2;15;10;2;0;5;2;0;40;38;1;0;1
25;4;11;9;4;9;1;4;1;40;38;0;0;0
52;2;9;13;2;3;0;4;1;55;38;0;0;1
24;2;11;9;0;3;1;0;0;50;38;0;0;0
36;2;11;9;4;0;1;2;0;40;38;0;0;0
31;2;11;9;2;5;0;4;1;40;38;0;0;0
90;4;9;13;2;9;0;4;1;50;38;1;0;0
67;2;12;14;2;9;0;4;1;60;38;1;0;1
22;3;5;4;2;2;0;4;1;40;38;1;0;0
47;2;15;10;0;0;1;4;0;35;38;0;0;0
32;2;9;13;2;3;0;4;1;55;38;0;1;1
55;4;5;4;2;4;0;4;1;50;38;0;0;0
32;2;11;9;4;5;1;4;0;35;38;0;0;0
48;2;15;10;5;0;2;2;0;40;38;0;0;0
21;2;11;9;2;11;0;3;1;35;38;0;0;0
33;2;7;12;3;9;3;4;0;40;38;0;0;0
47;2;8;11;4;9;1;4;0;40;38;0;0;0
18;2;1;7;4;7;3;4;0;24;38;0;0;0
44;3;11;9;2;2;0;4;1;60;38;0;0;1
23;2;15;10;4;2;3;4;1;37;25;0;0;0
18;2;0;6;4;11;3;4;0;35;38;0;0;0
56;2;11;9;2;3;0;4;1;50;38;0;0;0
24;2;9;13;4;0;3;4;1;35;38;0;0;0
43;2;9;13;2;2;0;4;1;40;38;0;0;1
23;2;9;13;4;11;3;4;0;60;38;0;0;0
26;2;15;10;4;11;3;4;1;42;38;0;0;0
42;2;11;9;6;11;4;4;1;40;38;0;0;0
23;2;11;9;4;0;1;4;0;40;38;0;0;0
53;4;0;6;2;2;0;4;1;40;38;0;0;0
51;2;11;9;2;3;0;4;1;55;38;1;0;1
40;2;11;9;4;7;3;4;1;25;38;0;0;0
27;2;9;13;4;9;1;4;1;50;38;0;0;0
24;1;15;10;5;10;1;4;1;60;38;0;0;0
42;2;11;9;0;2;2;4;0;40;38;0;0;0
41;2;11;9;5;0;4;4;0;40;38;0;0;0
23;2;15;10;4;5;3;4;1;10;38;0;0;0
42;4;12;14;2;9;0;4;1;65;38;0;0;0
38;2;11;9;2;2;0;4;1;40;38;0;0;1
63;4;5;4;2;4;0;4;1;30;38;0;0;0
31;2;11;9;2;2;0;4;1;40;38;0;0;0
18;4;1;7;4;7;3;4;0;4;38;0;0;0
21;2;15;10;4;7;3;4;1;30;38;0;0;0
24;2;9;13;2;9;2;1;0;40;29;0;0;0
55;2;15;10;2;2;0;4;1;40;38;0;0;0
20;2;6;5;4;0;4;2;0;20;38;1;0;0
31;2;15;10;0;11;3;4;0;30;38;0;0;0
23;2;15;10;4;0;3;4;0;20;38;0;0;0
35;2;11;9;2;2;0;4;1;40;25;0;0;0
51;4;15;10;2;11;0;4;1;60;38;0;0;0
19;2;15;10;4;10;3;4;0;30;38;0;0;0
38;1;11;9;0;10;1;4;1;56;38;0;0;0
52;1;11;9;2;2;0;4;1;40;38;0;1;0
70;4;14;15;2;9;0;4;1;25;38;0;0;0
53;2;0;6;0;2;1;4;1;40;38;0;0;0
59;2;10;16;2;3;0;4;1;40;38;0;0;1
39;2;15;10;2;13;0;4;1;43;38;0;0;0
18;2;2;8;4;11;3;4;0;20;38;0;0;0
24;2;15;10;0;0;1;4;0;40;38;0;0;0
25;2;11;9;4;0;1;4;0;38;38;0;0;0
32;2;15;10;4;3;1;2;1;40;22;0;0;0
34;4;11;9;2;11;0;4;1;60;38;0;1;1
35;2;11;9;4;11;1;4;0;40;38;0;0;0
50;2;11;9;2;0;0;4;1;45;38;1;0;1
18;2;11;9;4;11;3;4;1;20;38;0;0;0
37;2;11;9;4;0;1;4;1;42;38;0;0;0
30;2;15;10;4;7;4;4;0;36;38;0;0;0
40;3;12;14;2;3;5;4;0;30;19;1;0;1
22;2;11;9;4;9;1;4;0;40;38;0;0;0
50;1;15;10;5;7;4;2;0;28;38;0;0;0
70;2;11;9;0;7;1;4;0;23;38;0;0;0
43;2;12;14;2;9;0;4;1;40;38;0;0;1
77;4;15;10;4;2;1;4;1;40;38;0;0;0
30;4;11;9;2;2;0;4;1;40;38;0;0;0
33;2;15;10;2;6;0;4;1;39;38;0;0;0
51;2;15;10;2;11;0;4;1;50;38;0;1;1
58;5;12;14;2;9;0;4;1;50;38;0;1;1
22;2;15;10;4;0;3;4;1;12;38;0;0;0
33;2;11;9;2;13;0;2;1;40;38;0;0;0
27;2;1;7;2;11;0;4;1;40;38;0;0;0
35;2;15;10;4;3;1;4;1;60;38;0;0;0
32;2;15;10;0;11;1;4;0;55;38;0;0;0
41;2;9;13;2;12;5;4;0;25;38;0;0;1
37;2;15;10;2;2;0;4;1;40;38;0;0;0
17;2;1;7;4;11;3;4;1;15;38;0;0;0
50;2;9;13;0;3;1;4;1;55;38;0;0;1
54;5;11;9;5;3;4;4;0;38;38;0;0;0
23;5;11;9;4;7;3;2;1;40;38;0;0;0
40;2;9;13;0;0;4;4;0;20;38;0;0;0
29;2;9;13;2;9;0;4;1;40;10;1;0;0
30;2;8;11;2;3;0;4;1;55;38;0;0;0
20;2;15;10;4;11;3;1;1;8;18;0;0;0
43;4;15;10;2;4;0;4;1;50;38;0;0;0
25;2;15;10;4;12;3;4;1;25;38;0;0;0
39;2;12;14;2;11;0;4;1;50;38;0;0;1
48;2;7;12;2;9;0;4;1;50;38;0;0;1
41;4;11;9;0;7;4;4;0;40;38;0;0;0
24;2;9;13;4;0;1;4;1;30;38;0;0;0
20;2;15;10;4;0;3;4;1;40;40;0;0;0
25;2;15;10;4;0;1;4;0;40;38;0;0;0
57;2;15;10;2;2;0;4;1;40;38;0;0;1
39;2;15;10;2;3;5;4;0;35;32;0;0;1
66;2;9;13;2;9;0;4;1;40;38;0;0;1
34;2;15;10;0;0;4;4;0;40;38;0;0;0
36;2;9;13;0;9;1;4;1;40;38;1;0;1
46;2;11;9;2;11;5;4;0;40;38;0;0;0
42;1;12;14;0;9;4;4;0;45;38;0;0;0
46;2;11;9;2;13;0;4;1;70;1;0;1;1
34;1;11;9;4;10;3;4;1;40;38;0;0;0
43;2;15;10;2;12;5;2;0;40;38;0;0;0
42;2;15;10;0;3;3;4;0;40;38;0;0;0
31;2;9;13;4;11;1;4;1;48;38;0;0;0
32;2;15;10;2;3;0;4;1;40;38;0;0;0
46;0;11;9;2;0;0;4;1;40;10;0;0;1
42;3;5;4;0;2;4;4;1;25;38;0;0;0
21;2;8;11;4;3;3;4;1;40;38;0;0;0
24;2;9;13;4;11;1;4;0;40;38;0;0;0
23;2;11;9;4;11;2;4;1;55;38;0;0;0
50;1;12;14;2;9;0;4;1;40;38;1;0;1
37;2;15;10;0;0;4;4;0;45;38;0;0;0
44;0;7;12;2;2;0;4;1;40;38;0;0;1
29;2;11;9;2;13;0;2;1;40;38;0;0;0
30;2;8;11;2;0;5;4;0;24;38;0;0;0
36;2;15;10;2;11;0;4;1;44;38;0;0;0
49;4;9;13;4;11;1;4;1;45;38;0;0;0
29;2;11;9;0;2;1;4;1;40;38;0;0;0
45;1;11;9;4;0;1;2;0;40;38;0;0;0
75;5;10;16;2;9;0;2;1;20;38;0;0;1
37;2;7;12;0;3;1;4;0;40;38;0;0;0
51;2;9;13;2;6;0;4;1;25;38;0;0;0
61;1;11;9;2;4;0;4;1;48;38;0;0;0
50;1;11;9;2;0;0;2;1;40;38;0;0;0
59;2;11;9;4;6;1;4;1;40;38;0;0;0
25;2;11;9;4;0;4;4;0;30;38;0;0;0
22;2;11;9;4;5;3;4;1;16;38;0;0;0
56;2;15;10;2;13;0;4;1;40;38;0;0;1
44;2;9;13;4;0;4;2;0;40;38;0;0;0
35;2;8;11;2;2;0;4;1;50;38;0;0;0
57;2;11;9;4;3;1;4;1;40;38;0;0;0
47;4;11;9;2;4;0;4;1;50;38;1;0;1
27;2;9;13;4;3;1;4;0;40;38;0;0;0
50;4;11;9;2;4;0;4;1;20;38;0;1;0
46;2;1;7;2;13;0;2;1;40;38;0;0;0
48;3;14;15;2;9;0;4;1;60;38;0;0;1
61;2;9;13;0;0;1;4;1;40;38;0;0;1
33;2;11;9;4;13;1;4;1;87;38;0;0;0
40;2;11;9;2;7;0;2;1;40;38;0;0;0
58;3;15;10;2;3;0;4;1;65;38;0;0;1
46;3;12;14;2;3;0;4;1;50;38;0;1;1
35;2;15;10;2;9;0;4;1;40;38;0;0;1
51;3;15;10;0;3;4;4;0;50;38;0;0;0
37;2;2;8;4;7;3;4;0;40;38;0;0;0
64;2;12;14;2;9;0;1;1;60;2;0;1;0
41;2;11;9;4;2;1;4;1;54;38;0;0;0
18;2;1;7;4;5;3;4;1;30;38;1;0;0
44;4;1;7;2;4;0;4;1;88;38;0;0;0
41;5;9;13;2;9;5;0;0;48;38;0;0;1
33;5;15;10;5;9;1;4;1;40;38;1;0;1
37;2;6;5;5;8;4;4;0;16;25;0;0;0
34;2;15;10;4;0;3;4;0;40;38;0;0;0
20;2;15;10;4;5;3;4;1;40;38;0;0;0
38;2;9;13;2;3;0;4;1;40;38;0;0;0
28;2;8;11;4;7;1;4;0;40;38;0;0;0
20;4;11;9;4;13;3;4;1;45;38;0;0;0
22;0;9;13;4;12;3;4;1;8;38;0;0;0
55;2;9;13;0;0;4;4;0;73;38;0;0;0
20;2;15;10;4;9;1;4;1;35;38;0;0;0
26;2;9;13;4;9;1;4;0;40;38;0;0;0
20;3;11;9;4;4;3;4;1;70;38;0;0;0
40;2;6;5;0;7;1;4;0;40;38;0;0;0
33;2;11;9;2;11;0;4;1;50;38;0;0;1
24;2;11;9;4;11;1;4;0;40;38;0;0;0
25;2;15;10;4;3;3;4;1;46;38;0;0;0
18;2;1;7;4;7;3;4;1;8;38;0;0;0
49;4;11;9;2;2;0;4;1;60;38;0;0;0
17;2;2;8;4;5;3;4;1;17;38;0;0;0
34;4;8;11;2;2;0;4;1;45;38;0;0;0
37;2;9;13;2;9;0;4;1;45;38;0;0;1
49;0;15;10;2;3;0;4;1;40;38;0;0;1
74;2;11;9;6;0;1;4;0;40;38;1;0;1
37;2;11;9;0;4;1;4;1;40;38;0;0;0
20;2;1;7;2;5;0;4;1;40;38;0;1;0
40;2;11;9;2;3;5;4;0;35;38;0;0;1
34;2;9;13;4;11;1;4;1;40;38;1;0;1
30;2;14;15;2;9;0;2;1;40;13;0;1;0
44;2;11;9;5;0;1;4;0;40;32;0;0;0
40;2;0;6;2;7;5;2;0;32;38;0;0;0
58;2;11;9;2;11;5;4;0;40;11;0;0;0
44;2;11;9;2;2;0;4;1;40;38;0;0;0
42;2;15;10;2;11;0;4;1;25;38;0;0;1
39;2;11;9;4;7;1;4;1;18;38;0;0;0
19;2;11;9;4;7;3;2;1;40;38;0;0;0
41;2;12;14;2;3;0;4;1;70;38;1;0;1
29;5;12;14;4;9;1;4;1;40;38;0;0;0
34;0;15;10;4;2;2;4;1;40;38;0;0;0
27;2;13;1;2;4;2;4;1;24;25;1;0;0
54;2;15;10;0;2;4;4;0;48;38;0;0;0
40;2;11;9;6;6;4;2;0;37;38;0;0;0
19;2;15;10;4;11;2;4;0;25;38;0;0;0
